BUILDINGUUID,CONFERENCEROOMUUID,CONFERENCEROOMNAME,CONFERENCEROOMCAPACITY,WEEKLYBOOKEDHOURS
8d287e96-4d80-434f-8f75-5a6bdea59e58,067d41c6-e978-11e8-9699-0e560fbf09f0,4I,1,3.000000
8d287e96-4d80-434f-8f75-5a6bdea59e58,13300c06-e977-11e8-81ee-0e560fbf09f0,4B,10,28.500000
8d287e96-4d80-434f-8f75-5a6bdea59e58,377ab52a-e977-11e8-a2fb-0e560fbf09f0,4C,5,26.500000
8d287e96-4d80-434f-8f75-5a6bdea59e58,4a24ee98-e977-11e8-a976-0e560fbf09f0,4G,32,21.000000
8d287e96-4d80-434f-8f75-5a6bdea59e58,5ea8d47e-e977-11e8-94ca-0e560fbf09f0,4D,4,19.500000
8d287e96-4d80-434f-8f75-5a6bdea59e58,6d8f896a-e977-11e8-8add-0e560fbf09f0,4F,4,18.500000
8d287e96-4d80-434f-8f75-5a6bdea59e58,dd9c98c0-e976-11e8-a72b-0e560fbf09f0,4A,12,9.500000
8d287e96-4d80-434f-8f75-5a6bdea59e58,e4770f4e-e977-11e8-ba77-0e560fbf09f0,4H,1,4.000000
8e419c21-eff7-4843-bfc9-77d397738162,01ce7128-cc58-11e8-9d99-0ac77f0f6524,7D,4,11.500000
8e419c21-eff7-4843-bfc9-77d397738162,02ecdb0c-cc54-11e8-8af1-0ac77f0f6524,5B,4,0.500000
8e419c21-eff7-4843-bfc9-77d397738162,04e2e754-cc53-11e8-89d8-0ac77f0f6524,4J,4,2.000000
8e419c21-eff7-4843-bfc9-77d397738162,2c8107be-cc58-11e8-a336-0ac77f0f6524,7C,4,7.500000
8e419c21-eff7-4843-bfc9-77d397738162,2e21f75a-cc52-11e8-92ed-0ac77f0f6524,4I,10,4.000000
8e419c21-eff7-4843-bfc9-77d397738162,33915a58-cc54-11e8-b309-0ac77f0f6524,5J,24,10.000000
8e419c21-eff7-4843-bfc9-77d397738162,357302c6-cc55-11e8-a4ef-0ac77f0f6524,6C,10,9.500000
8e419c21-eff7-4843-bfc9-77d397738162,42feb6e4-cc58-11e8-b14f-0ac77f0f6524,7A,4,15.000000
8e419c21-eff7-4843-bfc9-77d397738162,4982d6a2-cc54-11e8-97be-0ac77f0f6524,5I,10,2.000000
8e419c21-eff7-4843-bfc9-77d397738162,4aa33c5e-cc52-11e8-9a9f-0ac77f0f6524,4G,4,18.000000
8e419c21-eff7-4843-bfc9-77d397738162,52e4c6d4-cc58-11e8-97be-0ac77f0f6524,7I,10,9.000000
8e419c21-eff7-4843-bfc9-77d397738162,617fe832-cc52-11e8-8af1-0ac77f0f6524,4F,4,2.000000
8e419c21-eff7-4843-bfc9-77d397738162,73006080-cc54-11e8-97be-0ac77f0f6524,5K,4,1.500000
8e419c21-eff7-4843-bfc9-77d397738162,75ea197c-cc58-11e8-aa6a-0ac77f0f6524,7K,4,5.000000
8e419c21-eff7-4843-bfc9-77d397738162,7936849a-cc52-11e8-9055-0ac77f0f6524,4D,10,12.500000
8e419c21-eff7-4843-bfc9-77d397738162,7f1d5c2a-cc53-11e8-b76f-0ac77f0f6524,5E,22,4.500000
8e419c21-eff7-4843-bfc9-77d397738162,85ec44c2-cc57-11e8-820f-0ac77f0f6524,7G,22,16.000000
8e419c21-eff7-4843-bfc9-77d397738162,8e5f82a4-cc52-11e8-9055-0ac77f0f6524,4E,10,18.500000
8e419c21-eff7-4843-bfc9-77d397738162,8eeebdb0-cc53-11e8-b5d4-0ac77f0f6524,5F,10,1.000000
8e419c21-eff7-4843-bfc9-77d397738162,9e124186-cc53-11e8-89d8-0ac77f0f6524,5G,4,4.000000
8e419c21-eff7-4843-bfc9-77d397738162,9e345eac-cc57-11e8-9fab-0ac77f0f6524,7H,10,11.000000
8e419c21-eff7-4843-bfc9-77d397738162,a3559822-cc54-11e8-bffb-0ac77f0f6524,6F,10,1.000000
8e419c21-eff7-4843-bfc9-77d397738162,ae43f71e-cc55-11e8-bb95-0ac77f0f6524,6K,4,4.000000
8e419c21-eff7-4843-bfc9-77d397738162,b5f9a6d0-cc54-11e8-bd03-0ac77f0f6524,6G,4,2.000000
8e419c21-eff7-4843-bfc9-77d397738162,be20761a-cc52-11e8-bffb-0ac77f0f6524,4A,4,5.500000
8e419c21-eff7-4843-bfc9-77d397738162,be479672-cc53-11e8-b9d9-0ac77f0f6524,5D,10,9.500000
8e419c21-eff7-4843-bfc9-77d397738162,c6d765dc-cc54-11e8-9081-0ac77f0f6524,6D,10,4.500000
8e419c21-eff7-4843-bfc9-77d397738162,d13187b6-cc53-11e8-980b-0ac77f0f6524,5A,4,6.000000
8e419c21-eff7-4843-bfc9-77d397738162,d3211fba-cc52-11e8-aa6a-0ac77f0f6524,4B,4,2.500000
8e419c21-eff7-4843-bfc9-77d397738162,dd5c5328-cc57-11e8-9df4-0ac77f0f6524,7F,4,7.500000
8e419c21-eff7-4843-bfc9-77d397738162,dea174b4-cc54-11e8-9ed8-0ac77f0f6524,6A,4,2.000000
8e419c21-eff7-4843-bfc9-77d397738162,efabd2f6-cc57-11e8-88e7-0ac77f0f6524,7E,10,11.500000
8e419c21-eff7-4843-bfc9-77d397738162,f3ef2c4e-cc54-11e8-846c-0ac77f0f6524,6B,4,2.000000
8e419c21-eff7-4843-bfc9-77d397738162,fcf77cf4-cc51-11e8-a56a-0ac77f0f6524,4H,6,0.500000
900d818a-9a8c-4dfe-8a76-9574324f7acf,6d165534-01c0-11e9-889c-0af5174e198c,7B,10,4.000000
900d818a-9a8c-4dfe-8a76-9574324f7acf,98b992d2-01c0-11e9-9e7e-0af5174e198c,7C,4,4.500000
918fa507-a277-4239-8fa3-5f4227abb1d0,2f358e7c-bbf3-11e9-9836-1287442e9660,4E,10,2.000000
918fa507-a277-4239-8fa3-5f4227abb1d0,4df096c2-bbf3-11e9-9240-1287442e9660,4F,10,1.500000
918fa507-a277-4239-8fa3-5f4227abb1d0,c50606ee-bbf2-11e9-ba02-1287442e9660,4A,10,3.000000
95942542-d139-4eeb-8730-628eca2df57f,005d5f68-19ff-11e8-a8c1-0eea07b0dbbc,3A,10,17.500000
95942542-d139-4eeb-8730-628eca2df57f,0c0fd30e-1a04-11e8-9ead-0eea07b0dbbc,4A,4,19.500000
95942542-d139-4eeb-8730-628eca2df57f,325e3942-1a04-11e8-a20b-0eea07b0dbbc,4B,10,22.500000
95942542-d139-4eeb-8730-628eca2df57f,5d6061c4-1a04-11e8-9b5e-0eea07b0dbbc,4C,4,15.000000
95942542-d139-4eeb-8730-628eca2df57f,6015e62a-1a02-11e8-b6de-0eea07b0dbbc,3E,4,8.500000
95942542-d139-4eeb-8730-628eca2df57f,6544f7cc-1a01-11e8-8431-0eea07b0dbbc,3C,4,15.500000
95942542-d139-4eeb-8730-628eca2df57f,893dc2d6-1a00-11e8-a3a6-0eea07b0dbbc,3B,10,17.500000
95942542-d139-4eeb-8730-628eca2df57f,8b5423d8-1a02-11e8-ba24-0eea07b0dbbc,3F,4,7.500000
95942542-d139-4eeb-8730-628eca2df57f,fdf746aa-1a01-11e8-9ae5-0eea07b0dbbc,3D,4,17.000000
9aaabc79-3db6-4d9d-8528-81f86f1192c2,027c7ee8-ebda-11e8-bc69-0af5174e198c,D,16,12.000000
9aaabc79-3db6-4d9d-8528-81f86f1192c2,16033f1a-ebda-11e8-b6e9-0af5174e198c,G,4,5.000000
9aaabc79-3db6-4d9d-8528-81f86f1192c2,2a2ee912-ebda-11e8-b1e6-0af5174e198c,C,4,1.000000
9aaabc79-3db6-4d9d-8528-81f86f1192c2,4110bdf4-ebda-11e8-b1ca-0af5174e198c,B,4,10.500000
9aaabc79-3db6-4d9d-8528-81f86f1192c2,586d843c-ebda-11e8-a583-0af5174e198c,F,12,12.500000
9aaabc79-3db6-4d9d-8528-81f86f1192c2,6a90a1ee-ebda-11e8-b09b-0af5174e198c,A,6,7.000000
9aaabc79-3db6-4d9d-8528-81f86f1192c2,ef86717c-ebd9-11e8-8343-0af5174e198c, E,16,42.500000
9b6951af-cac6-44e1-bd20-e064618aa4e1,09a9b6f6-e96c-11e8-9e21-0e560fbf09f0,3D,4,20.500000
9b6951af-cac6-44e1-bd20-e064618aa4e1,1136eff2-e96b-11e8-80d7-0e560fbf09f0,3E,30,13.500000
9b6951af-cac6-44e1-bd20-e064618aa4e1,4603a562-e96c-11e8-a334-0e560fbf09f0,5A,12,47.000000
9b6951af-cac6-44e1-bd20-e064618aa4e1,5e03bbaa-e969-11e8-a046-0e560fbf09f0,5B,6,21.500000
9b6951af-cac6-44e1-bd20-e064618aa4e1,71f5a81a-e96b-11e8-80d7-0e560fbf09f0,7A,8,12.000000
9b6951af-cac6-44e1-bd20-e064618aa4e1,7cca64c8-e96c-11e8-86a7-0e560fbf09f0,3C,4,22.000000
9b6951af-cac6-44e1-bd20-e064618aa4e1,a8e97120-e96c-11e8-9e77-0e560fbf09f0,3B,6,28.500000
9b6951af-cac6-44e1-bd20-e064618aa4e1,b8cb0542-e96a-11e8-b4d0-0e560fbf09f0,6A,12,27.500000
9b6951af-cac6-44e1-bd20-e064618aa4e1,f7d7179c-e96c-11e8-b46f-0e560fbf09f0,3A,4,15.500000
9f620975-7c31-4241-9fa8-b20f5c8eafd2,046eb228-a5db-11e9-a7d4-1287442e9660,3B,8,1.500000
9f620975-7c31-4241-9fa8-b20f5c8eafd2,0de71312-a5dc-11e9-a6de-1287442e9660,3G,10,1.500000
9f620975-7c31-4241-9fa8-b20f5c8eafd2,367a363c-a5dd-11e9-b2e5-1287442e9660,4B Classroom,24,10.000000
9f620975-7c31-4241-9fa8-b20f5c8eafd2,588b889a-a5db-11e9-842f-1287442e9660,3E,10,1.000000
9f620975-7c31-4241-9fa8-b20f5c8eafd2,64387480-a5dd-11e9-9953-1287442e9660,4C,4,1.000000
9f620975-7c31-4241-9fa8-b20f5c8eafd2,7e42c494-a6e0-11e9-b648-1287442e9660,4D,4,1.500000
9f620975-7c31-4241-9fa8-b20f5c8eafd2,ae148ef4-a5dd-11e9-b85a-1287442e9660,4F,4,1.500000
9f620975-7c31-4241-9fa8-b20f5c8eafd2,ba172c76-a5dc-11e9-8d99-1287442e9660,4A,12,11.000000
9f620975-7c31-4241-9fa8-b20f5c8eafd2,c0363362-a5dd-11e9-90f6-1287442e9660,4G,10,5.500000
a60f5184-95e0-4388-9c1d-06b652301d3b,1599818a-0dc5-11e9-a130-0af5174e198c,23A,10,20.500000
a60f5184-95e0-4388-9c1d-06b652301d3b,183065b8-25e3-11e9-8ba9-0af5174e198c,18A,4,16.000000
a60f5184-95e0-4388-9c1d-06b652301d3b,2b44ce9a-0dc5-11e9-a130-0af5174e198c,25A,4,11.000000
a60f5184-95e0-4388-9c1d-06b652301d3b,310600fa-01f0-11e9-a09c-0af5174e198c,28B,4,16.500000
a60f5184-95e0-4388-9c1d-06b652301d3b,322e0376-25e3-11e9-bd2b-0af5174e198c,18B,4,36.000000
a60f5184-95e0-4388-9c1d-06b652301d3b,3aeb409a-0dc5-11e9-bfa4-0af5174e198c,25B,4,14.000000
a60f5184-95e0-4388-9c1d-06b652301d3b,543d494c-00d9-11e9-a9a6-0af5174e198c,17A,10,26.000000
a60f5184-95e0-4388-9c1d-06b652301d3b,6ca34c6e-5acc-11e9-ad7f-0e1e2abc3cd0,27B,4,4.500000
a60f5184-95e0-4388-9c1d-06b652301d3b,704f60ee-3bcf-11e9-87b9-0af5174e198c,20A,10,11.500000
a60f5184-95e0-4388-9c1d-06b652301d3b,733fadba-971c-11e9-aa7f-1287442e9660,Mother's Room,1,1.500000
a60f5184-95e0-4388-9c1d-06b652301d3b,7a31dfd0-0dc4-11e9-bfa4-0af5174e198c,12A,10,16.000000
a60f5184-95e0-4388-9c1d-06b652301d3b,858482a2-eca4-11e8-9ed8-0af5174e198c,15A,4,22.500000
a60f5184-95e0-4388-9c1d-06b652301d3b,965cba72-eca4-11e8-81ed-0af5174e198c,15B,4,24.000000
a60f5184-95e0-4388-9c1d-06b652301d3b,ae80d894-01ef-11e9-9067-0af5174e198c,27A,10,15.000000
a60f5184-95e0-4388-9c1d-06b652301d3b,dc28b91a-01ef-11e9-950e-0af5174e198c,28A,4,20.500000
a60f5184-95e0-4388-9c1d-06b652301d3b,ea1a3e5a-0dc4-11e9-85b2-0af5174e198c,21A,4,23.000000
a60f5184-95e0-4388-9c1d-06b652301d3b,fcf7b5d4-0dc4-11e9-b969-0af5174e198c,21B,4,17.000000
a62166df-0e69-4ad6-b66e-4c3055df94b6,0a35d568-c87e-11e9-bae1-1287442e9660,65A,4,2.000000
a62166df-0e69-4ad6-b66e-4c3055df94b6,10dcfbce-c885-11e9-9d92-1287442e9660,65H,18,8.500000
a62166df-0e69-4ad6-b66e-4c3055df94b6,30b58f38-c885-11e9-9ca1-1287442e9660,66A,7,6.000000
a62166df-0e69-4ad6-b66e-4c3055df94b6,533ae9ba-c883-11e9-a135-1287442e9660,65B,5,13.000000
a62166df-0e69-4ad6-b66e-4c3055df94b6,752a0bfa-c883-11e9-aee8-1287442e9660,65C,4,3.500000
a62166df-0e69-4ad6-b66e-4c3055df94b6,75762564-c886-11e9-9283-1287442e9660,66E,4,5.000000
a62166df-0e69-4ad6-b66e-4c3055df94b6,7ff8ae78-c884-11e9-8e79-1287442e9660,65F,16,13.500000
a62166df-0e69-4ad6-b66e-4c3055df94b6,96668194-c884-11e9-bd07-1287442e9660,65E,6,4.000000
a62166df-0e69-4ad6-b66e-4c3055df94b6,afb38300-c883-11e9-a9e9-1287442e9660,65D,5,6.500000
a62166df-0e69-4ad6-b66e-4c3055df94b6,b815cd6c-c885-11e9-b359-1287442e9660,66C,4,2.000000
a62166df-0e69-4ad6-b66e-4c3055df94b6,d57a9bea-c884-11e9-9494-1287442e9660,65G,4,2.000000
a62166df-0e69-4ad6-b66e-4c3055df94b6,da5f2ff2-c886-11e9-9845-1287442e9660,66F,6,0.500000
a62166df-0e69-4ad6-b66e-4c3055df94b6,debd15ce-c885-11e9-8642-1287442e9660,66D,16,4.500000
a70f20b4-bc57-4808-803d-ae0799666c58,214489fc-a9c1-11e8-a861-0ac77f0f6524,10A,6,18.000000
a70f20b4-bc57-4808-803d-ae0799666c58,41ffad70-a9c1-11e8-be90-0ac77f0f6524,10B,24,16.000000
a70f20b4-bc57-4808-803d-ae0799666c58,4f3efd82-a9c2-11e8-83a5-0ac77f0f6524,12A,4,10.000000
a70f20b4-bc57-4808-803d-ae0799666c58,5b900ee6-a9c2-11e8-af84-0ac77f0f6524,12B,10,10.500000
a70f20b4-bc57-4808-803d-ae0799666c58,68921b84-a9c2-11e8-af84-0ac77f0f6524,12C,10,1.500000
a70f20b4-bc57-4808-803d-ae0799666c58,72051bb2-a9c2-11e8-937f-0ac77f0f6524,12D,4,3.000000
a70f20b4-bc57-4808-803d-ae0799666c58,8c738afc-a9c1-11e8-9aab-0ac77f0f6524,10C,10,7.500000
a70f20b4-bc57-4808-803d-ae0799666c58,9bf5f30c-a9c1-11e8-bb40-0ac77f0f6524,10D,4,7.000000
a70f20b4-bc57-4808-803d-ae0799666c58,a6989260-a9c1-11e8-af57-0ac77f0f6524,10E,10,10.000000
a70f20b4-bc57-4808-803d-ae0799666c58,c0a00828-a9c1-11e8-be90-0ac77f0f6524,11A,4,13.500000
a70f20b4-bc57-4808-803d-ae0799666c58,f724d14e-a9c1-11e8-8045-0ac77f0f6524,11B,10,17.000000
af71a34e-c719-43b2-b6bc-8cda5c44d92f,165f20a8-ebaa-11e8-a933-0af5174e198c,5A,10,39.500000
af71a34e-c719-43b2-b6bc-8cda5c44d92f,2d0150e2-ebaa-11e8-9508-0af5174e198c,5D,6,18.500000
af71a34e-c719-43b2-b6bc-8cda5c44d92f,4a608ba0-eba8-11e8-84b2-0af5174e198c,3B,4,25.500000
af71a34e-c719-43b2-b6bc-8cda5c44d92f,675f6730-eba8-11e8-a8c7-0af5174e198c,3C,12,18.000000
af71a34e-c719-43b2-b6bc-8cda5c44d92f,7d7421f8-ebaa-11e8-a5ff-0af5174e198c,5B,20,51.500000
af71a34e-c719-43b2-b6bc-8cda5c44d92f,84e51c1e-eba8-11e8-a8c7-0af5174e198c,3D,12,17.000000
af71a34e-c719-43b2-b6bc-8cda5c44d92f,886f44c6-fe78-11e8-8656-0af5174e198c,3A,4,16.500000
af71a34e-c719-43b2-b6bc-8cda5c44d92f,a1bec780-eba9-11e8-a933-0af5174e198c,5C,4,20.500000
af98f812-6f6f-44c3-913d-f85ee6f63c9e,02499dd8-d763-11e8-907c-0ac77f0f6524,9I,6,8.500000
af98f812-6f6f-44c3-913d-f85ee6f63c9e,143149ca-d762-11e8-af1f-0ac77f0f6524,9C,4,4.000000
af98f812-6f6f-44c3-913d-f85ee6f63c9e,305b7d8c-d762-11e8-907c-0ac77f0f6524,9D,12,20.500000
af98f812-6f6f-44c3-913d-f85ee6f63c9e,4aa06134-d763-11e8-b11d-0ac77f0f6524,9J,4,7.000000
af98f812-6f6f-44c3-913d-f85ee6f63c9e,4b57d234-d762-11e8-babe-0ac77f0f6524,9E,4,5.500000
af98f812-6f6f-44c3-913d-f85ee6f63c9e,62d03bb4-a051-11e9-b15f-1287442e9660,10A,10,2.500000
af98f812-6f6f-44c3-913d-f85ee6f63c9e,7fe1a85e-d762-11e8-b32a-0ac77f0f6524,9F,4,5.000000
af98f812-6f6f-44c3-913d-f85ee6f63c9e,a4b873a2-a051-11e9-9415-1287442e9660,10C,4,8.500000
af98f812-6f6f-44c3-913d-f85ee6f63c9e,a5232812-d763-11e8-ad56-0ac77f0f6524,9K,4,2.500000
af98f812-6f6f-44c3-913d-f85ee6f63c9e,bdb70ec6-d762-11e8-b628-0ac77f0f6524,9G,4,5.000000
af98f812-6f6f-44c3-913d-f85ee6f63c9e,be3dd392-d763-11e8-b534-0ac77f0f6524,9L,10,6.500000
af98f812-6f6f-44c3-913d-f85ee6f63c9e,d200e59c-d761-11e8-b11d-0ac77f0f6524,9A,4,9.500000
af98f812-6f6f-44c3-913d-f85ee6f63c9e,d34fdc3c-a051-11e9-b185-1287442e9660,10B,8,2.500000
af98f812-6f6f-44c3-913d-f85ee6f63c9e,e745405a-d762-11e8-b225-0ac77f0f6524,9H (Classroom),32,4.500000
af98f812-6f6f-44c3-913d-f85ee6f63c9e,fc1c666c-d761-11e8-867d-0ac77f0f6524,9B,6,7.500000
b14e7aad-589e-41c4-88f8-4151a3085092,0a9318e0-a7ae-11e9-a8af-1287442e9660,05B,4,16.000000
b14e7aad-589e-41c4-88f8-4151a3085092,2481a320-a7ae-11e9-ab34-1287442e9660,05C,8,6.000000
b14e7aad-589e-41c4-88f8-4151a3085092,2d617744-a7af-11e9-9f4a-1287442e9660,05F,12,6.500000
b14e7aad-589e-41c4-88f8-4151a3085092,57c76e68-a7ae-11e9-966c-1287442e9660,05D,10,9.000000
b14e7aad-589e-41c4-88f8-4151a3085092,6e7c649c-a7ae-11e9-87ae-1287442e9660,05E,10,15.000000
b14e7aad-589e-41c4-88f8-4151a3085092,eca9c52c-a7ad-11e9-9a16-1287442e9660,05A,4,20.500000
b265d7ac-a44d-41c9-8a69-ae0a929545ef,0d2251be-557d-11e7-adc1-22000bfdfd88,7C,1,1.000000
b265d7ac-a44d-41c9-8a69-ae0a929545ef,0e9df5b8-12b9-11e7-9d28-22000bfdfd88,9B,4,7.000000
b265d7ac-a44d-41c9-8a69-ae0a929545ef,0fa0611e-12b7-11e7-9227-22000bfdfd88,12A,10,21.000000
b265d7ac-a44d-41c9-8a69-ae0a929545ef,1d76e3fa-12ba-11e7-900b-22000bfdfd88,6A,10,15.500000
b265d7ac-a44d-41c9-8a69-ae0a929545ef,21a5ed28-12b9-11e7-895c-22000bfdfd88,9C,4,3.500000
b265d7ac-a44d-41c9-8a69-ae0a929545ef,24dedfa8-12ba-11e7-a209-22000bfdfd88,6B,4,9.500000
b265d7ac-a44d-41c9-8a69-ae0a929545ef,2e04e65e-12ba-11e7-bf86-22000bfdfd88,6C,4,1.500000
b265d7ac-a44d-41c9-8a69-ae0a929545ef,394fdd1c-12b9-11e7-9620-22000bfdfd88,8A,10,2.500000
b265d7ac-a44d-41c9-8a69-ae0a929545ef,3994405c-30a9-11e7-9846-22000bfdfd88,13A,18,25.500000
b265d7ac-a44d-41c9-8a69-ae0a929545ef,4880f36a-12ba-11e7-acea-22000bfdfd88,5A,10,8.000000
b265d7ac-a44d-41c9-8a69-ae0a929545ef,4ab29ad6-12b9-11e7-8f1d-22000bfdfd88,8B,4,1.500000
b265d7ac-a44d-41c9-8a69-ae0a929545ef,6102be7e-12b9-11e7-8e86-22000bfdfd88,8C,4,1.500000
b265d7ac-a44d-41c9-8a69-ae0a929545ef,75510c28-12b9-11e7-acea-22000bfdfd88,7A,10,11.000000
b265d7ac-a44d-41c9-8a69-ae0a929545ef,878d720c-12b7-11e7-b47f-22000bfdfd88,12B,4,12.500000
b265d7ac-a44d-41c9-8a69-ae0a929545ef,8c82f3d4-12b9-11e7-8239-22000bfdfd88,7B,4,10.500000
b265d7ac-a44d-41c9-8a69-ae0a929545ef,9dabaec0-12ba-11e7-8595-22000bfdfd88,5B,4,9.500000
b265d7ac-a44d-41c9-8a69-ae0a929545ef,acf84230-12ba-11e7-9011-22000bfdfd88,5C,4,1.000000
b265d7ac-a44d-41c9-8a69-ae0a929545ef,b59dc4e6-8d62-11e7-8dd9-22000bfdfd88,11C,4,3.500000
b265d7ac-a44d-41c9-8a69-ae0a929545ef,b5dfd2b2-12b7-11e7-99a7-22000bfdfd88,11B,10,7.000000
b265d7ac-a44d-41c9-8a69-ae0a929545ef,d2f886ac-12ba-11e7-ad22-22000bfdfd88,4A,10,3.000000
b265d7ac-a44d-41c9-8a69-ae0a929545ef,f5a56594-12ba-11e7-8c1b-22000bfdfd88,4B,4,1.000000
b265d7ac-a44d-41c9-8a69-ae0a929545ef,f86c0e88-12b8-11e7-bef7-22000bfdfd88,9A,10,0.500000
b265d7ac-a44d-41c9-8a69-ae0a929545ef,fb93bafc-8d42-11e7-997e-22000bfdfd88,11A,4,1.000000
b3c756aa-420a-458e-9416-59b0bf74aa41,1589274c-ff90-11e8-9067-0af5174e198c,04B,16,3.000000
b3c756aa-420a-458e-9416-59b0bf74aa41,296c35d8-ff90-11e8-bd64-0af5174e198c,04C,12,16.000000
b3c756aa-420a-458e-9416-59b0bf74aa41,76fc0fae-ff8f-11e8-9387-0af5174e198c,04G,6,8.500000
b3c756aa-420a-458e-9416-59b0bf74aa41,7c5bf592-f604-11e9-8288-0e085323069c,02A,10,9.000000
b3c756aa-420a-458e-9416-59b0bf74aa41,85f6b43c-ff8f-11e8-9067-0af5174e198c,03C,6,5.500000
b3c756aa-420a-458e-9416-59b0bf74aa41,8c79d42e-ff8f-11e8-802a-0af5174e198c,04H,8,11.000000
b3c756aa-420a-458e-9416-59b0bf74aa41,9e82a4da-ff8e-11e8-b287-0af5174e198c,03A,6,11.000000
b3c756aa-420a-458e-9416-59b0bf74aa41,a0ef406a-ff8f-11e8-8b07-0af5174e198c,04J,8,3.000000
b3c756aa-420a-458e-9416-59b0bf74aa41,b34eb5f6-ff8f-11e8-88f9-0af5174e198c,04K,8,2.500000
b3c756aa-420a-458e-9416-59b0bf74aa41,c3dc04fa-ff8f-11e8-8e28-0af5174e198c,04F,8,11.500000
b3c756aa-420a-458e-9416-59b0bf74aa41,cc563b1e-ff8f-11e8-9067-0af5174e198c,03D,6,2.000000
b3c756aa-420a-458e-9416-59b0bf74aa41,d36ad3b0-ff8f-11e8-bd2f-0af5174e198c,04E,8,7.000000
b3c756aa-420a-458e-9416-59b0bf74aa41,e50fafdc-ff8f-11e8-9bb6-0af5174e198c,04D,8,13.000000
b3c756aa-420a-458e-9416-59b0bf74aa41,e8f06340-ff8e-11e8-81a5-0af5174e198c,03B,10,1.000000
b3c756aa-420a-458e-9416-59b0bf74aa41,f9c6c15e-ff8f-11e8-bd2f-0af5174e198c,03E,4,1.500000
b3c756aa-420a-458e-9416-59b0bf74aa41,fe8e95a4-ff8f-11e8-b1af-0af5174e198c,04A,16,13.000000
b5d9677c-c776-4033-86ca-1ec4b1eb5623,28ada0aa-ebd6-11e8-b6e9-0af5174e198c,25C,4,14.500000
b5d9677c-c776-4033-86ca-1ec4b1eb5623,2a6c453c-ebda-11e8-bc69-0af5174e198c,26E,9,9.000000
b5d9677c-c776-4033-86ca-1ec4b1eb5623,57e4fb24-ebdc-11e8-ae38-0af5174e198c,25E,40,1.000000
b5d9677c-c776-4033-86ca-1ec4b1eb5623,599b21ee-ebd9-11e8-90b8-0af5174e198c,25F,12,12.500000
b5d9677c-c776-4033-86ca-1ec4b1eb5623,5cd29a98-ebd6-11e8-9482-0af5174e198c,26F,4,3.000000
b5d9677c-c776-4033-86ca-1ec4b1eb5623,63c784cc-ebda-11e8-bc18-0af5174e198c,26B,12,27.500000
b5d9677c-c776-4033-86ca-1ec4b1eb5623,69c5ff46-ebd7-11e8-8519-0af5174e198c,25B,6,11.000000
b5d9677c-c776-4033-86ca-1ec4b1eb5623,81e18972-ebd9-11e8-8519-0af5174e198c,26A,12,15.500000
b5d9677c-c776-4033-86ca-1ec4b1eb5623,8cda8834-ebd8-11e8-8343-0af5174e198c,25G,6,14.500000
b5d9677c-c776-4033-86ca-1ec4b1eb5623,b897c038-ebdb-11e8-b09b-0af5174e198c,26D,12,13.500000
b5d9677c-c776-4033-86ca-1ec4b1eb5623,c416659e-ebd7-11e8-a583-0af5174e198c,25A,6,7.000000
b5d9677c-c776-4033-86ca-1ec4b1eb5623,c434b500-ebda-11e8-bad1-0af5174e198c,26C,12,25.500000
b5d9677c-c776-4033-86ca-1ec4b1eb5623,cebc552c-ebd6-11e8-bc69-0af5174e198c,26J,4,3.500000
b5d9677c-c776-4033-86ca-1ec4b1eb5623,dde89e02-ebdb-11e8-baa6-0af5174e198c,26L,6,5.000000
b5d9677c-c776-4033-86ca-1ec4b1eb5623,e5799386-ebd8-11e8-ad22-0af5174e198c,26K,7,5.000000
b5d9677c-c776-4033-86ca-1ec4b1eb5623,f705de6e-ebd5-11e8-9482-0af5174e198c,25D,4,5.000000
b63b3989-77ac-4908-8059-e5cd2bb215e1,158ac11c-adee-11e9-a391-1287442e9660,7E,4,2.000000
b63b3989-77ac-4908-8059-e5cd2bb215e1,23d6c3b0-ade9-11e9-b3a3-1287442e9660,5E,4,8.000000
b63b3989-77ac-4908-8059-e5cd2bb215e1,47b02ff2-aded-11e9-b74b-1287442e9660,7A,4,3.500000
b63b3989-77ac-4908-8059-e5cd2bb215e1,4b9e51d8-adee-11e9-9c17-1287442e9660,7F,10,2.500000
b63b3989-77ac-4908-8059-e5cd2bb215e1,513eaef8-ade9-11e9-ae39-1287442e9660,5F,12,20.500000
b63b3989-77ac-4908-8059-e5cd2bb215e1,5c040e84-adec-11e9-b0f0-1287442e9660,6E,4,8.000000
b63b3989-77ac-4908-8059-e5cd2bb215e1,622522be-adef-11e9-bb5d-1287442e9660,8D,10,3.000000
b63b3989-77ac-4908-8059-e5cd2bb215e1,77e0f37c-ade9-11e9-b9c5-1287442e9660,6A,4,8.000000
b63b3989-77ac-4908-8059-e5cd2bb215e1,7b6cf726-ade8-11e9-b389-1287442e9660,5B,5,6.000000
b63b3989-77ac-4908-8059-e5cd2bb215e1,981f3bf8-ade9-11e9-8275-1287442e9660,6B,4,6.000000
b63b3989-77ac-4908-8059-e5cd2bb215e1,996cd9d0-aded-11e9-95c6-1287442e9660,7C,10,3.500000
b63b3989-77ac-4908-8059-e5cd2bb215e1,99f9cecc-adec-11e9-9166-1287442e9660,6F,10,2.500000
b63b3989-77ac-4908-8059-e5cd2bb215e1,9f5f30b6-adef-11e9-8e8c-1287442e9660,8F,10,1.000000
