BUILDINGUUID,CONFERENCEROOMUUID,CONFERENCEROOMNAME,CONFERENCEROOMCAPACITY,WEEKLYBOOKEDHOURS
b63b3989-77ac-4908-8059-e5cd2bb215e1,a0f486e4-ade8-11e9-bb59-1287442e9660,5C,10,11.000000
b63b3989-77ac-4908-8059-e5cd2bb215e1,a1e1277c-adea-11e9-9166-1287442e9660,6D,10,0.500000
b63b3989-77ac-4908-8059-e5cd2bb215e1,baa0e560-ade8-11e9-9672-1287442e9660,5D,10,5.000000
b63b3989-77ac-4908-8059-e5cd2bb215e1,cfdbbcec-adee-11e9-8033-1287442e9660,8B,10,2.500000
b63b3989-77ac-4908-8059-e5cd2bb215e1,e1e6d12a-aded-11e9-9c17-1287442e9660,7D,10,1.000000
b63b3989-77ac-4908-8059-e5cd2bb215e1,fab21864-ade7-11e9-9537-1287442e9660,5A,4,34.000000
b71ae40b-c40e-48f6-8421-f84e458c7991,0fb5da5a-9ada-11e9-aa5d-1287442e9660,02G,18,8.000000
b71ae40b-c40e-48f6-8421-f84e458c7991,2b793f12-9ad9-11e9-864d-1287442e9660,02D,24,12.500000
b71ae40b-c40e-48f6-8421-f84e458c7991,4120de8c-9ada-11e9-864d-1287442e9660,03A,15,1.000000
b71ae40b-c40e-48f6-8421-f84e458c7991,59c78aae-9ad9-11e9-b06e-1287442e9660,02E,8,6.000000
b71ae40b-c40e-48f6-8421-f84e458c7991,b61ed042-9ad8-11e9-87c6-1287442e9660,02A,16,14.500000
b71ae40b-c40e-48f6-8421-f84e458c7991,d0c9387c-9ada-11e9-9f46-1287442e9660,03F,16,1.000000
b71ae40b-c40e-48f6-8421-f84e458c7991,dd1d03c6-9ad8-11e9-be40-1287442e9660,02B,4,3.000000
b71ae40b-c40e-48f6-8421-f84e458c7991,e8ebea04-9ad9-11e9-864d-1287442e9660,02F,8,2.500000
b71ae40b-c40e-48f6-8421-f84e458c7991,f9b3c33a-9ad8-11e9-87c6-1287442e9660,02C,8,4.000000
b7dac0b7-f1b1-47df-806e-19f2f84704a2,3ad5a68e-9a53-11e9-b2ef-1287442e9660,5A,10,25.000000
b7dac0b7-f1b1-47df-806e-19f2f84704a2,420a1d9e-9a54-11e9-804d-1287442e9660,3A,4,5.500000
b7dac0b7-f1b1-47df-806e-19f2f84704a2,67d80a2c-9a54-11e9-b8b4-1287442e9660,3B,4,0.500000
b7dac0b7-f1b1-47df-806e-19f2f84704a2,69f6367a-9a55-11e9-99c9-1287442e9660,2A,4,7.500000
b7dac0b7-f1b1-47df-806e-19f2f84704a2,7d80e958-9a53-11e9-937a-1287442e9660,5B,4,14.000000
b7dac0b7-f1b1-47df-806e-19f2f84704a2,a282517e-9a53-11e9-b07a-1287442e9660,4A,4,2.000000
b7dac0b7-f1b1-47df-806e-19f2f84704a2,bc74358e-9a53-11e9-9e25-1287442e9660,4B,4,6.500000
b7dac0b7-f1b1-47df-806e-19f2f84704a2,cab24806-9a54-11e9-804d-1287442e9660,2B,4,15.500000
b7dac0b7-f1b1-47df-806e-19f2f84704a2,e2c660e6-9a52-11e9-a955-1287442e9660,6A,10,33.500000
b8440e6e-396c-4e6e-a606-6f27af90cf9e,6a8435fa-ebab-11e8-a772-0af5174e198c,1C,4,17.500000
b8440e6e-396c-4e6e-a606-6f27af90cf9e,86d34d4a-ebab-11e8-b66e-0af5174e198c,1A,30,20.000000
b8440e6e-396c-4e6e-a606-6f27af90cf9e,9fa93fbe-ebab-11e8-a933-0af5174e198c,2E,8,39.000000
b8440e6e-396c-4e6e-a606-6f27af90cf9e,c2faf04e-ebaa-11e8-86b3-0af5174e198c,1D,12,36.000000
b8440e6e-396c-4e6e-a606-6f27af90cf9e,da1d760c-ebaa-11e8-84b2-0af5174e198c,1B,4,16.500000
b895e9ad-4b72-4bd4-982d-ec81cbfff0a1,06927ade-965f-11e9-837e-1287442e9660,23C,4,3.500000
b895e9ad-4b72-4bd4-982d-ec81cbfff0a1,2b1c3b6a-965f-11e9-b917-1287442e9660,23D,4,2.000000
b895e9ad-4b72-4bd4-982d-ec81cbfff0a1,520d3ca0-9660-11e9-9fb7-1287442e9660,25E,10,0.500000
b895e9ad-4b72-4bd4-982d-ec81cbfff0a1,57580100-965f-11e9-a0c7-1287442e9660,24A,10,4.500000
b895e9ad-4b72-4bd4-982d-ec81cbfff0a1,63b7f046-965e-11e9-8daf-1287442e9660,22A,4,1.500000
b895e9ad-4b72-4bd4-982d-ec81cbfff0a1,6b78e0be-965f-11e9-871e-1287442e9660,24B,4,1.000000
b895e9ad-4b72-4bd4-982d-ec81cbfff0a1,7ed56f2a-965e-11e9-b39a-1287442e9660,22B,10,9.000000
b895e9ad-4b72-4bd4-982d-ec81cbfff0a1,8386b892-9660-11e9-9d26-1287442e9660,26A,10,17.500000
b895e9ad-4b72-4bd4-982d-ec81cbfff0a1,84fff126-965f-11e9-9fd5-1287442e9660,24C,10,4.500000
b895e9ad-4b72-4bd4-982d-ec81cbfff0a1,a1ad1448-965f-11e9-a606-1287442e9660,24D,18,11.000000
b895e9ad-4b72-4bd4-982d-ec81cbfff0a1,b9bfb3b6-9663-11e9-976f-1287442e9660,26B,10,7.000000
b895e9ad-4b72-4bd4-982d-ec81cbfff0a1,bda1ff1a-965f-11e9-9fd5-1287442e9660,24E,7,7.500000
b895e9ad-4b72-4bd4-982d-ec81cbfff0a1,d887d03a-965e-11e9-baf6-1287442e9660,23A,4,1.000000
b895e9ad-4b72-4bd4-982d-ec81cbfff0a1,f0f3b2b0-965e-11e9-a784-1287442e9660,23B,10,37.500000
b895e9ad-4b72-4bd4-982d-ec81cbfff0a1,fdd74748-965f-11e9-a0c7-1287442e9660,25B,10,1.000000
b9e3641f-d378-4c44-bf6d-fe0c7d977771,05a175d8-e96e-11e8-9e21-0e560fbf09f0,7B,8,16.500000
b9e3641f-d378-4c44-bf6d-fe0c7d977771,1a5c5ca8-e96f-11e8-b491-0e560fbf09f0,7A,8,18.500000
b9e3641f-d378-4c44-bf6d-fe0c7d977771,3a5743ec-e96f-11e8-ad7f-0e560fbf09f0,7C,10,45.500000
b9e3641f-d378-4c44-bf6d-fe0c7d977771,47329aea-e96e-11e8-80d7-0e560fbf09f0,6A,4,13.000000
b9e3641f-d378-4c44-bf6d-fe0c7d977771,5f341992-e96f-11e8-bca7-0e560fbf09f0,7D,8,13.000000
b9e3641f-d378-4c44-bf6d-fe0c7d977771,92a06b42-e96e-11e8-97fd-0e560fbf09f0,6B,4,11.000000
b9e3641f-d378-4c44-bf6d-fe0c7d977771,bcb1517c-e96d-11e8-b373-0e560fbf09f0,6E,20,21.500000
b9e3641f-d378-4c44-bf6d-fe0c7d977771,c76b5724-e96e-11e8-a334-0e560fbf09f0,6C,4,15.000000
b9e3641f-d378-4c44-bf6d-fe0c7d977771,fab7d94a-e96e-11e8-a798-0e560fbf09f0,6D,12,15.500000
ba223511-042e-4fb9-8b04-2f229262d5b4,3fd51a9a-eb66-11e7-b5ec-22000bfdfd88,5A,8,3.000000
ba223511-042e-4fb9-8b04-2f229262d5b4,593cc2a8-eb66-11e7-ab80-22000bfdfd88,5B,10,3.500000
ba223511-042e-4fb9-8b04-2f229262d5b4,6a5e703c-eb65-11e7-b995-22000bfdfd88,4A,10,8.500000
ba223511-042e-4fb9-8b04-2f229262d5b4,73f53904-eb66-11e7-8051-22000bfdfd88,5C,10,7.500000
ba223511-042e-4fb9-8b04-2f229262d5b4,8649eac4-eb65-11e7-8195-22000bfdfd88,4B,4,11.500000
ba223511-042e-4fb9-8b04-2f229262d5b4,8932cd54-eb66-11e7-8ac9-22000bfdfd88,5D,4,6.000000
ba223511-042e-4fb9-8b04-2f229262d5b4,a5c53f56-eb66-11e7-a453-22000bfdfd88,6A,8,4.500000
ba223511-042e-4fb9-8b04-2f229262d5b4,ab67dab4-eb65-11e7-9746-22000bfdfd88,4C,4,13.000000
ba223511-042e-4fb9-8b04-2f229262d5b4,bb6e21ec-eb66-11e7-a473-22000bfdfd88,6B,10,10.000000
ba223511-042e-4fb9-8b04-2f229262d5b4,c7fd032a-eb65-11e7-8ba7-22000bfdfd88,4D,10,4.500000
ba223511-042e-4fb9-8b04-2f229262d5b4,d10f43f0-eb66-11e7-891e-22000bfdfd88,6C,4,10.500000
ba223511-042e-4fb9-8b04-2f229262d5b4,ddb939a4-eb65-11e7-80d4-22000bfdfd88,4E,4,10.000000
ba223511-042e-4fb9-8b04-2f229262d5b4,ea94962c-eb66-11e7-9b54-22000bfdfd88,6D,4,10.500000
bb20964a-c748-42a0-8c7e-464cbf91593c,003f4754-e974-11e8-8add-0e560fbf09f0,4A,10,25.000000
bb20964a-c748-42a0-8c7e-464cbf91593c,2a7615d0-e973-11e8-b828-0e560fbf09f0,3A,27,48.500000
bb20964a-c748-42a0-8c7e-464cbf91593c,45e7f3a6-e973-11e8-9d00-0e560fbf09f0,3B,4,18.000000
bb20964a-c748-42a0-8c7e-464cbf91593c,6f803660-e973-11e8-a1eb-0e560fbf09f0,3C,4,18.000000
bb20964a-c748-42a0-8c7e-464cbf91593c,95b6132c-e973-11e8-9d00-0e560fbf09f0,3D,10,36.000000
bb20964a-c748-42a0-8c7e-464cbf91593c,aeb24e22-e973-11e8-9699-0e560fbf09f0,2A,10,9.500000
bb20964a-c748-42a0-8c7e-464cbf91593c,c4a27a90-e973-11e8-acc6-0e560fbf09f0,2B,10,0.500000
bb20964a-c748-42a0-8c7e-464cbf91593c,e8b3536e-e973-11e8-8142-0e560fbf09f0,3E,4,25.500000
bdf59097-1c70-448d-b734-df9347fc9ddb,1752ae52-7b9d-11e9-89dc-0e1e2abc3cd0,5C,4,22.000000
bdf59097-1c70-448d-b734-df9347fc9ddb,2092ae72-a7a3-11e9-8832-1287442e9660,7A,12,28.500000
bdf59097-1c70-448d-b734-df9347fc9ddb,32c9847a-a7a4-11e9-ae63-1287442e9660,7F,8,2.500000
bdf59097-1c70-448d-b734-df9347fc9ddb,4261fb1a-7b9e-11e9-8029-0e1e2abc3cd0,5E,8,7.500000
bdf59097-1c70-448d-b734-df9347fc9ddb,4e3d0318-a7a3-11e9-bbb1-1287442e9660,7B,10,20.000000
bdf59097-1c70-448d-b734-df9347fc9ddb,5889617c-7b9d-11e9-9eff-0e1e2abc3cd0,5D,4,18.500000
bdf59097-1c70-448d-b734-df9347fc9ddb,67919ef4-7b9e-11e9-b0b9-0e1e2abc3cd0,5F,6,10.000000
bdf59097-1c70-448d-b734-df9347fc9ddb,6b87c64c-a7a3-11e9-9f0b-1287442e9660,7C,4,3.500000
bdf59097-1c70-448d-b734-df9347fc9ddb,820f7ea0-a7a3-11e9-8561-1287442e9660,7D,4,11.500000
bdf59097-1c70-448d-b734-df9347fc9ddb,962f3ffc-7b9c-11e9-8f3e-0e1e2abc3cd0,5A,12,13.500000
bdf59097-1c70-448d-b734-df9347fc9ddb,9f7c73e4-a7a3-11e9-b373-1287442e9660,7E,10,17.000000
bdf59097-1c70-448d-b734-df9347fc9ddb,e37c011e-7b9c-11e9-be3a-0e1e2abc3cd0,5B,12,11.500000
bfa7dec6-0a94-4048-b3f9-29c60be9313c,4f39b440-8125-11e9-a100-1287442e9660,18A,4,5.500000
bfa7dec6-0a94-4048-b3f9-29c60be9313c,50b1a51c-8125-11e9-aa8f-1287442e9660,18B,10,10.000000
bfa7dec6-0a94-4048-b3f9-29c60be9313c,51fddc56-8125-11e9-a100-1287442e9660,18C,10,14.000000
bfa7dec6-0a94-4048-b3f9-29c60be9313c,53652d88-8125-11e9-b3be-1287442e9660,18D,4,16.500000
bfa7dec6-0a94-4048-b3f9-29c60be9313c,566c2dce-8125-11e9-b5e5-1287442e9660,18E,10,15.000000
bfa7dec6-0a94-4048-b3f9-29c60be9313c,58fb3670-8125-11e9-8cc9-1287442e9660,18F,8,3.500000
bfa7dec6-0a94-4048-b3f9-29c60be9313c,5af045b0-8125-11e9-be3b-1287442e9660,18G,10,10.500000
bfdb0742-1c21-470f-8353-de5cc57a60f6,00be26da-db48-11e8-9b65-0ac77f0f6524,10F,4,17.000000
bfdb0742-1c21-470f-8353-de5cc57a60f6,03c966ea-db49-11e8-8f47-0ac77f0f6524,10I,4,15.000000
bfdb0742-1c21-470f-8353-de5cc57a60f6,06c54a6e-db47-11e8-8455-0ac77f0f6524,10A,10,10.000000
bfdb0742-1c21-470f-8353-de5cc57a60f6,1eb42c9c-db49-11e8-9289-0ac77f0f6524,10J,10,14.500000
bfdb0742-1c21-470f-8353-de5cc57a60f6,34610ab2-db47-11e8-ad6f-0ac77f0f6524,10B,10,16.500000
bfdb0742-1c21-470f-8353-de5cc57a60f6,48d12188-db49-11e8-9553-0ac77f0f6524,10K,8,14.000000
bfdb0742-1c21-470f-8353-de5cc57a60f6,65caf3ec-db47-11e8-b158-0ac77f0f6524,10C,4,14.000000
bfdb0742-1c21-470f-8353-de5cc57a60f6,71375df4-db49-11e8-ad6e-0ac77f0f6524,10L,16,10.500000
bfdb0742-1c21-470f-8353-de5cc57a60f6,7e2c28b0-db48-11e8-8cad-0ac77f0f6524,10G,10,10.000000
bfdb0742-1c21-470f-8353-de5cc57a60f6,98104662-db48-11e8-bbbe-0ac77f0f6524,10H,4,12.000000
bfdb0742-1c21-470f-8353-de5cc57a60f6,b305984c-db47-11e8-876d-0ac77f0f6524,10D,12,16.500000
bfdb0742-1c21-470f-8353-de5cc57a60f6,d1dad23c-db47-11e8-9167-0ac77f0f6524,10E,4,9.000000
c1461271-3de7-4334-86f8-33352a4c4766,163b7654-03ff-11e9-9342-0af5174e198c,5G,8,20.000000
c1461271-3de7-4334-86f8-33352a4c4766,503381ee-03ff-11e9-9d61-0af5174e198c,5F,8,7.500000
c1461271-3de7-4334-86f8-33352a4c4766,5da41114-03fe-11e9-af74-0af5174e198c,5D,8,18.500000
c1461271-3de7-4334-86f8-33352a4c4766,6fe7e386-03ff-11e9-b575-0af5174e198c,5I,12,12.000000
c1461271-3de7-4334-86f8-33352a4c4766,849df5d6-03ff-11e9-8150-0af5174e198c,5H,4,11.500000
c1461271-3de7-4334-86f8-33352a4c4766,9508d7e6-e975-11e8-a5a5-0e560fbf09f0,5A,8,20.500000
c1461271-3de7-4334-86f8-33352a4c4766,b11cd2d4-e975-11e8-8add-0e560fbf09f0,5B,24,24.000000
c1461271-3de7-4334-86f8-33352a4c4766,cdd4da02-e975-11e8-898a-0e560fbf09f0,5C,48,16.000000
c1461271-3de7-4334-86f8-33352a4c4766,fe0d7988-03fe-11e9-8b16-0af5174e198c,5E,8,6.500000
c3617833-d0ac-4555-8a28-c6a99df95b1a,2c283ff0-1613-11e7-8797-22000bfdfd88,7A,10,18.000000
c3617833-d0ac-4555-8a28-c6a99df95b1a,44b62438-1613-11e7-86f8-22000bfdfd88,7D,10,32.500000
c3617833-d0ac-4555-8a28-c6a99df95b1a,50b42456-1613-11e7-8358-22000bfdfd88,7E,10,18.000000
c3617833-d0ac-4555-8a28-c6a99df95b1a,82c297a2-1613-11e7-a651-22000bfdfd88,7F,10,15.000000
c3617833-d0ac-4555-8a28-c6a99df95b1a,a21b4e14-1613-11e7-a3ad-22000bfdfd88,7G,8,12.500000
c3617833-d0ac-4555-8a28-c6a99df95b1a,b80ce8fe-1613-11e7-87f0-22000bfdfd88,7H,4,19.500000
c3617833-d0ac-4555-8a28-c6a99df95b1a,dc48c69e-1612-11e7-a664-22000bfdfd88,7C,4,36.000000
c3617833-d0ac-4555-8a28-c6a99df95b1a,f8a79388-1612-11e7-a8d3-22000bfdfd88,7B,4,20.000000
c6b13f1a-63a8-408e-bc67-2a66438c99ff,0b6e3be0-e97d-11e8-b7f1-0e560fbf09f0,6D,8,31.500000
c6b13f1a-63a8-408e-bc67-2a66438c99ff,0ea9b5ba-e97c-11e8-9b4d-0e560fbf09f0,6N,32,48.000000
c6b13f1a-63a8-408e-bc67-2a66438c99ff,1b00f4b0-e975-11e8-81e0-0e560fbf09f0,5B,10,31.000000
c6b13f1a-63a8-408e-bc67-2a66438c99ff,1de953a6-e97b-11e8-8bba-0e560fbf09f0,6F,3,7.500000
c6b13f1a-63a8-408e-bc67-2a66438c99ff,3e1f9b4a-e97f-11e8-a0c3-0e560fbf09f0,6E,3,7.500000
c6b13f1a-63a8-408e-bc67-2a66438c99ff,4471f9a2-e97a-11e8-a0c3-0e560fbf09f0,6K,3,9.500000
c6b13f1a-63a8-408e-bc67-2a66438c99ff,4dfd3792-e976-11e8-9921-0e560fbf09f0,6B,4,13.500000
c6b13f1a-63a8-408e-bc67-2a66438c99ff,6ce49262-e97c-11e8-a900-0e560fbf09f0,5A,20,30.500000
c6b13f1a-63a8-408e-bc67-2a66438c99ff,6d2e9494-e97b-11e8-b0af-0e560fbf09f0,6J,4,19.000000
c6b13f1a-63a8-408e-bc67-2a66438c99ff,7a6023e0-e97f-11e8-a1bf-0e560fbf09f0,5E,3,8.000000
c6b13f1a-63a8-408e-bc67-2a66438c99ff,7f5ea650-e97a-11e8-b7dc-0e560fbf09f0,6G,4,9.500000
c6b13f1a-63a8-408e-bc67-2a66438c99ff,854f6a42-e97d-11e8-9118-0e560fbf09f0,6C,10,29.500000
c6b13f1a-63a8-408e-bc67-2a66438c99ff,9b7df9ca-e97b-11e8-a42f-0e560fbf09f0,6M,10,35.000000
c6b13f1a-63a8-408e-bc67-2a66438c99ff,9fd7597c-e975-11e8-a72b-0e560fbf09f0,5J,32,11.500000
c6b13f1a-63a8-408e-bc67-2a66438c99ff,a7ea766c-e97f-11e8-8733-0e560fbf09f0,5F,4,16.000000
c6b13f1a-63a8-408e-bc67-2a66438c99ff,b281122c-e97d-11e8-9705-0e560fbf09f0,6P,8,22.000000
c6b13f1a-63a8-408e-bc67-2a66438c99ff,bc97e5fe-e97a-11e8-965c-0e560fbf09f0,6H,4,10.000000
c6b13f1a-63a8-408e-bc67-2a66438c99ff,c7fe132e-e974-11e8-917d-0e560fbf09f0,5C,8,32.500000
c6b13f1a-63a8-408e-bc67-2a66438c99ff,cdb7f660-e97c-11e8-8928-0e560fbf09f0,5G,4,27.500000
c6b13f1a-63a8-408e-bc67-2a66438c99ff,d1d21e0a-e978-11e8-b5e2-0e560fbf09f0,6L,3,2.000000
c6b13f1a-63a8-408e-bc67-2a66438c99ff,d38ceda8-e97b-11e8-a42f-0e560fbf09f0,6A,12,34.000000
c6b13f1a-63a8-408e-bc67-2a66438c99ff,d9c92bec-e975-11e8-b838-0e560fbf09f0,5H,4,3.500000
c6b13f1a-63a8-408e-bc67-2a66438c99ff,fb7b55aa-e973-11e8-917d-0e560fbf09f0,5D,6,30.000000
ca072ea7-460f-48b8-a055-16e0e6e0399b,0b9915e8-9ae2-11e8-8d1a-0ac77f0f6524,16G,6,16.000000
ca072ea7-460f-48b8-a055-16e0e6e0399b,0e72d818-ec7b-11e8-9353-0af5174e198c,9B,4,28.500000
ca072ea7-460f-48b8-a055-16e0e6e0399b,325b320c-9ae6-11e8-90df-0ac77f0f6524,18B,4,29.000000
ca072ea7-460f-48b8-a055-16e0e6e0399b,401fa9ca-9ae3-11e8-aff9-0ac77f0f6524,17G,36,87.500000
ca072ea7-460f-48b8-a055-16e0e6e0399b,4096bbd4-ec7b-11e8-9944-0af5174e198c,9C,8,15.500000
ca072ea7-460f-48b8-a055-16e0e6e0399b,441dc52c-9ae6-11e8-a1ec-0ac77f0f6524,18C,8,25.500000
ca072ea7-460f-48b8-a055-16e0e6e0399b,55464fe0-ec7b-11e8-9353-0af5174e198c,9D,10,30.000000
ca072ea7-460f-48b8-a055-16e0e6e0399b,567d77ee-9ae6-11e8-aff9-0ac77f0f6524,18D,10,40.000000
ca072ea7-460f-48b8-a055-16e0e6e0399b,6684e8d4-9ae6-11e8-9866-0ac77f0f6524,18E,4,37.000000
ca072ea7-460f-48b8-a055-16e0e6e0399b,6be8c458-ec7b-11e8-805b-0af5174e198c,9E,10,23.000000
ca072ea7-460f-48b8-a055-16e0e6e0399b,7a0c13d6-9ae2-11e8-8ae9-0ac77f0f6524,17A,4,24.500000
ca072ea7-460f-48b8-a055-16e0e6e0399b,7bfef1c6-ec7d-11e8-8059-0af5174e198c,18A,4,26.500000
ca072ea7-460f-48b8-a055-16e0e6e0399b,81d97366-ec7b-11e8-b92e-0af5174e198c,9F,10,34.500000
ca072ea7-460f-48b8-a055-16e0e6e0399b,8824e3e0-9ae6-11e8-910d-0ac77f0f6524,18F,10,48.500000
ca072ea7-460f-48b8-a055-16e0e6e0399b,90d954ac-9ae2-11e8-81b5-0ac77f0f6524,17B,4,30.500000
ca072ea7-460f-48b8-a055-16e0e6e0399b,94eb4358-ec7b-11e8-b422-0af5174e198c,9G,3,16.000000
ca072ea7-460f-48b8-a055-16e0e6e0399b,a13d90fc-9ae1-11e8-91c9-0ac77f0f6524,16C,10,30.000000
ca072ea7-460f-48b8-a055-16e0e6e0399b,a43c75e2-9ae2-11e8-87d1-0ac77f0f6524,17C,8,25.500000
ca072ea7-460f-48b8-a055-16e0e6e0399b,b168155a-9ae2-11e8-a264-0ac77f0f6524,17D,10,33.000000
ca072ea7-460f-48b8-a055-16e0e6e0399b,c1590b5a-9ae1-11e8-b4aa-0ac77f0f6524,16D,4,13.500000
ca072ea7-460f-48b8-a055-16e0e6e0399b,d4387f4e-9ae1-11e8-aed4-0ac77f0f6524,16E,6,24.000000
ca072ea7-460f-48b8-a055-16e0e6e0399b,e970290c-9ae1-11e8-ac1e-0ac77f0f6524,16F,6,17.000000
ca072ea7-460f-48b8-a055-16e0e6e0399b,ed48b50e-ec7a-11e8-94a3-0af5174e198c,9A,4,29.000000
cffc7cfa-678f-4484-a7e9-31ff7de69ef7,5ee0ef6e-051c-11ea-93e9-0ab26917b63b,26G,10,1.500000
cffc7cfa-678f-4484-a7e9-31ff7de69ef7,735333dc-051f-11ea-b428-0ab26917b63b,29D,4,6.000000
cffc7cfa-678f-4484-a7e9-31ff7de69ef7,9e950ff8-0528-11ea-80fc-0ab26917b63b,29F,10,1.000000
cffc7cfa-678f-4484-a7e9-31ff7de69ef7,ad74726e-051b-11ea-845a-0ab26917b63b,26B,4,1.000000
cffc7cfa-678f-4484-a7e9-31ff7de69ef7,c8f899e0-0528-11ea-b865-0ab26917b63b,29H,4,2.000000
d261b87e-9425-42da-b4ed-58765b783c6d,249c300e-0264-11e9-9a91-0af5174e198c,09A,4,14.000000
d261b87e-9425-42da-b4ed-58765b783c6d,3a654902-0264-11e9-8a62-0af5174e198c,09B,4,18.500000
d261b87e-9425-42da-b4ed-58765b783c6d,4153bdec-0265-11e9-a812-0af5174e198c,11A,10,28.500000
d261b87e-9425-42da-b4ed-58765b783c6d,54c5ccd0-0265-11e9-82d6-0af5174e198c,11B,10,32.000000
d261b87e-9425-42da-b4ed-58765b783c6d,5a319d26-0264-11e9-a5ac-0af5174e198c,09C,10,13.000000
d261b87e-9425-42da-b4ed-58765b783c6d,6acf0268-0264-11e9-b3f2-0af5174e198c,09D,10,8.500000
d261b87e-9425-42da-b4ed-58765b783c6d,9add6694-0263-11e9-a0ca-0af5174e198c,08A,10,22.500000
d261b87e-9425-42da-b4ed-58765b783c6d,aa7c740a-0263-11e9-9cb5-0af5174e198c,08B,10,15.500000
d261b87e-9425-42da-b4ed-58765b783c6d,bebcafca-0263-11e9-87da-0af5174e198c,08C,4,23.000000
d261b87e-9425-42da-b4ed-58765b783c6d,bee02670-0264-11e9-9262-0af5174e198c,09G,8,14.000000
d261b87e-9425-42da-b4ed-58765b783c6d,cb5e3474-0263-11e9-ad78-0af5174e198c,08D,4,13.000000
d261b87e-9425-42da-b4ed-58765b783c6d,d2b227a2-0264-11e9-a681-0af5174e198c,09F,10,12.500000
d261b87e-9425-42da-b4ed-58765b783c6d,da38868e-0263-11e9-9df3-0af5174e198c,08E,10,15.500000
d261b87e-9425-42da-b4ed-58765b783c6d,efdceb7e-0263-11e9-b8e7-0af5174e198c,08F,8,10.000000
d2a766c0-3aeb-4ddb-adae-e564fa489d87,1acacdc0-ccac-11e9-9831-1287442e9660,3B,4,2.000000
d2a766c0-3aeb-4ddb-adae-e564fa489d87,4393f2aa-ccab-11e9-8cb6-1287442e9660,1A,8,31.000000
d2a766c0-3aeb-4ddb-adae-e564fa489d87,5cdc5964-ccab-11e9-9b93-1287442e9660,1B,6,33.500000
d2a766c0-3aeb-4ddb-adae-e564fa489d87,74617fd8-ccab-11e9-9d6a-1287442e9660,1C,16,49.000000
d2a766c0-3aeb-4ddb-adae-e564fa489d87,83ea3ec2-ccab-11e9-9d6a-1287442e9660,1D,12,37.000000
d2a766c0-3aeb-4ddb-adae-e564fa489d87,9bbba70c-ccab-11e9-bbff-1287442e9660,1E,3,15.000000
d2a766c0-3aeb-4ddb-adae-e564fa489d87,b9508698-ccab-11e9-9d6a-1287442e9660,2A,10,6.000000
d4b780f5-845c-4d10-87a1-a7c9c79e2563,17098eec-eca1-11e8-ad5f-0af5174e198c,4E,4,15.500000
d4b780f5-845c-4d10-87a1-a7c9c79e2563,348a59f6-eca1-11e8-abd8-0af5174e198c,4F,4,5.000000
d4b780f5-845c-4d10-87a1-a7c9c79e2563,502a8a3c-eca1-11e8-bb74-0af5174e198c,5A,4,5.500000
d4b780f5-845c-4d10-87a1-a7c9c79e2563,598395d4-eca0-11e8-9bf6-0af5174e198c,4A,4,7.500000
d4b780f5-845c-4d10-87a1-a7c9c79e2563,795d7c5c-eca1-11e8-8d7f-0af5174e198c,5B,10,7.500000
d4b780f5-845c-4d10-87a1-a7c9c79e2563,807662e8-eca0-11e8-a3b8-0af5174e198c,4B,12,8.000000
d4b780f5-845c-4d10-87a1-a7c9c79e2563,91ff1e3c-eca1-11e8-8a16-0af5174e198c,5C,4,2.500000
d4b780f5-845c-4d10-87a1-a7c9c79e2563,b22415fa-eca1-11e8-9ebe-0af5174e198c,5D,4,3.000000
d4b780f5-845c-4d10-87a1-a7c9c79e2563,b6e75db4-eca0-11e8-86dd-0af5174e198c,4C,4,10.000000
d4b780f5-845c-4d10-87a1-a7c9c79e2563,ceda3888-eca0-11e8-915e-0af5174e198c,4D,10,15.000000
d50bf1f8-70ae-46a0-b894-0f48c9a68e9c,0cd6ef48-1d55-11e9-8c7c-0af5174e198c,9C,4,1.000000
d50bf1f8-70ae-46a0-b894-0f48c9a68e9c,1bd25bbe-1d54-11e9-a7be-0af5174e198c,8A,10,4.500000
d50bf1f8-70ae-46a0-b894-0f48c9a68e9c,2b05d1c0-1d53-11e9-953d-0af5174e198c,7A,18,37.000000
d50bf1f8-70ae-46a0-b894-0f48c9a68e9c,39019588-1d54-11e9-95af-0af5174e198c,8B,10,4.500000
d50bf1f8-70ae-46a0-b894-0f48c9a68e9c,4291b124-1d53-11e9-9caa-0af5174e198c,7B,10,17.000000
d50bf1f8-70ae-46a0-b894-0f48c9a68e9c,44bc8206-1d55-11e9-9081-0af5174e198c,9E,4,2.500000
d50bf1f8-70ae-46a0-b894-0f48c9a68e9c,567872ea-1d53-11e9-af9d-0af5174e198c,7C,10,7.500000
d50bf1f8-70ae-46a0-b894-0f48c9a68e9c,58e87190-1d55-11e9-a389-0af5174e198c,9F,8,0.500000
d50bf1f8-70ae-46a0-b894-0f48c9a68e9c,678f675a-1d53-11e9-9ffa-0af5174e198c,7D,4,7.500000
d50bf1f8-70ae-46a0-b894-0f48c9a68e9c,793473ec-1d53-11e9-9a1e-0af5174e198c,7E,4,6.500000
d50bf1f8-70ae-46a0-b894-0f48c9a68e9c,801d171c-1d54-11e9-95af-0af5174e198c,8C,4,2.000000
d50bf1f8-70ae-46a0-b894-0f48c9a68e9c,9574c70e-1d54-11e9-b1bb-0af5174e198c,8D,4,0.500000
d50bf1f8-70ae-46a0-b894-0f48c9a68e9c,9de05484-1d55-11e9-a413-0af5174e198c,11G,10,5.500000
